Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
chrisoldcorn,2019-11-05 22:39:12,The UK Universitys Democratic Deficit UKPolitics Today via pensignal Education conservatives labourparty ,nan,Nan,False,0
CopenaceJeffrey,2019-11-05 22:39:04,"RT TreatyOfficeSK Laurentian Universitys path to reconciliation is trilingual The university in Sudbury, Ont., now has three languages",nan,Nan,False,5
Zylphe_S,2019-11-05 22:38:55,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,indonesia,Nan,False,143
myuuxchan,2019-11-05 22:38:45,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,nan,Nan,False,143
RuthSpellmanWEA,2019-11-05 22:38:28,Agree with Stephen. We need the flexible options for adult education which the Open University and the WEA can prov ,London,Nan,False,0
ManiateJ,2019-11-05 22:37:33,"RT IHSE McGill To colleagues from coast to coast across Canada, consider submitting an abstract for our inaugural Richard and Sylvia Crue","Ottawa, Ontario",Nan,False,11
F4Flake,2019-11-05 22:35:50,RT Red UnderTheBed I don't need my university education to know how to use a comma correctly or to tell you that you're a fucking waste o,nan,Nan,False,2
Lucian2drei,2019-11-05 22:35:17,These countries spend the most on university research funding Education University via ,Bucharest,Nan,False,0
Red_UnderTheBed,2019-11-05 22:35:17,I don't need my university education to know how to use a comma correctly or to tell you that you're a fucking wast ,The Leisure Peninsula,Nan,False,2
LucyChristenson,2019-11-05 22:35:10,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce","Michigan, USA",Nan,False,46
NEGSaunders,2019-11-05 22:34:17,"To claim that we don't care, that we are being cavalier with your education, and that we are being selfish is as in ",Scotland,Nan,False,0
elicu3vas,2019-11-05 22:33:45,RT The TUC Solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,London,Nan,False,103
timeshighered,2019-11-05 22:33:01,Collaboration concerns remain as China shifts focus to arts one US university turned down a joint venture and ano ,Global,Nan,False,0
Whitmer_HS,2019-11-05 22:32:38,RT WhitmerTeaching Going to The University of Toledo as an education major next year Apply for this scholarship now ,"Toledo, OH",Nan,False,4
aweavermccone,2019-11-05 22:32:23,University reports student confession Facebook page to police over 'Nazi propaganda' ,"Dublin, Ireland",Nan,False,0
kinoshin_,2019-11-05 22:32:07,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,Malaysia,Nan,False,143
gerwingtim,2019-11-05 22:32:01,"RT MattWolfAB The Calgary Board of Education pays 13 million per year to rent its headquarters, and hid 9.1 million in administration c",nan,Nan,False,5
bcoop_az,2019-11-05 22:31:08,I criticize Michael Crow a lot but good lord U of A's President is really something ,Occupied Akimel Oodham Land,Nan,False,0
CliffDavisMO,2019-11-05 22:31:07,Theres been a shift away from the notion of a college or university president as a thought leader to a job that re ,"Springfield, Missouri",Nan,False,0
pivotcloud,2019-11-05 22:31:03,RT eraser What is the Future of Education Ray Kurzweil Q amp A Singularity University singularityu education,Ireland,Nan,False,3
_hanhnl,2019-11-05 22:30:38," tedcruz Education needs to be future work forced oriented Dr. Elkins Tanton, NASA Psyche . Sen. Sinema D AZ ","Washington, D.C.",Nan,False,0
dealsoftakis,2019-11-05 22:30:06,"Free Education University How to find scholarships and grants specifically tailored to your personality type, hob ",United States,Nan,False,0
NileshSuna,2019-11-05 22:30:01,"RT ImSubrat100 These are the same people who vote for uneducated, at times for criminals.Apparently, it is okay to spend 3000 crores on a","Bhubaneshwar, India",Nan,False,1
blaircine,2019-11-05 22:29:22,"RT DRealIlorinBoy University Of Ilorin Faculty Of Agriculture, Social sciences , Arts and Education has more hoes than any other faculty.",Nigeria,Nan,False,19
WendyElford1,2019-11-05 22:29:08,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,nan,Nan,False,146
KamugishaDaniel,2019-11-05 22:29:02, ndagijerichie Ugaman01 Apparently Even the free education he started isn't good enough.. And oh. How are makerere ,my mind ,Nan,False,0
DufferinRider,2019-11-05 22:29:02,RT CheyRatnam Troubling statistics around literacy rates among Ontario elementary school students have prompted a public inquiry into iss,"Toronto, Ontario",Nan,False,3
rtfoe,2019-11-05 22:28:49,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Richmond upon Thames, UK",Nan,False,146
YoNabadi,2019-11-05 22:28:48,RT KingYusufYusuff Azerbaijans ADA University also provides fully covered scholarship education for young Somali professionals in the f,"Mogadishu, Somalia",Nan,False,3
__Peddla,2019-11-05 22:28:37,RT kells sarfo 1RealJoeyB I'm coming all the way from university of education winneba on 23 to see albert... we rage DarrylAndHisFriend,nan,Nan,False,0
Syamsul_azuar,2019-11-05 22:28:32,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Bumi Tuhan,Nan,False,669
rubecks23,2019-11-05 22:28:07,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Bengaluru,Nan,False,669
MarcellaMilana,2019-11-05 22:27:42,"Several open tenure positions at the University of Melbourne one in 'Global Studies and International Education', ",Italy,Nan,False,0
Lisa_Guiney,2019-11-05 22:27:33,RT govTogetherBC Take our KidstoWork day is Nov 6. Keep kids active amp engaged during the most recognized career education event in Canad,"Victoria, BC Westshore ",Nan,False,2
bubblepooper123,2019-11-05 22:27:16,"Manitoba government wants to educate about cannabis edibles, ban public use CBC News ",Your place or mine,Nan,False,0
DePaulUJobs,2019-11-05 22:26:17,"Join the DePaul U team and help provide an extraordinary education Sr Financial Analyst, AA IL CHI Chicago","Chicago, IL",Nan,False,0
A4AOntario,2019-11-05 22:25:46,RT A4AOntario We need education like this in Canada and autistic self advocates are ready to lead the project. Contact us for a copy of,Canada,Nan,False,8
GsukantonoS,2019-11-05 22:25:42,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,Indonesia,Nan,False,669
silviajulianah,2019-11-05 22:25:42,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,B manga Bogot C gena Cali,Nan,False,669
AntanaPradhana,2019-11-05 22:25:36,RT wef These countries spend the most on university research funding University Education ,nan,Nan,False,80
TeamSonicFTW,2019-11-05 22:25:34,RT noririi argonavis from BanG Dream project be like a band of actually normal good young men who are furthering their education a b,profile pic made by joast ,Nan,False,143
MothersMatterC,2019-11-05 22:25:00,"Last week we attended the P2PConference, where we shared our research findings entitled The Precariousness of Fro ",Canada,Nan,False,0
mirandaortegonn,2019-11-05 22:24:59,"RT TX Challengers Congratulations Alyssa ""Kitty"" Rojas on your commitment to continue your education and softball career at Our Lady of t",nan,Nan,False,6
SammiLorusso,2019-11-05 22:24:54,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce","Petoskey, MI",Nan,False,46
FidTradZ101,2019-11-05 22:24:25,RT ElizabethHeng I grew up poor and in inner city schools. I had to work 2x as hard to get out of the ghetto and then 2x as hard to make,nan,Nan,False,39
JoelleGwynn,2019-11-05 22:24:22,Central Michigan University to increase Detroit presence in enrollment turnaround effort ,Michigan,Nan,False,0
fersierras,2019-11-05 22:24:17,"RT TubmanInstitute We are thrilled to have Professor Jane Agyemang, Former Minister for Education in Ghana amp 1st female Vice Chancellor o","Toronto, Ontario",Nan,False,1
UWTSD,2019-11-05 22:24:07,RT Athrofa Great to see school and university colleagues from APLPteach presenting our innovative partnership approach to teacher educat,Wales and London,Nan,False,3
mesut_kivrak,2019-11-05 22:23:59,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
tmj_nsc_jobs,2019-11-05 22:23:56,"See our latest Halifax, NS, Canada CustomerService job opportunity and click the link in our bio to apply Caterin ",Nova Scotia,Halifax,False,0
khairzain,2019-11-05 22:23:31,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
solon594bce,2019-11-05 22:22:45,RT jacobinmag The University and College Union has called an eight day strike across Britains universities starting on November 25. Insp,nan,Nan,False,39
akopinoybriton,2019-11-05 22:22:41,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,United Kingdom,Nan,False,669
TaylorEvansPS,2019-11-05 22:22:33,"RT Anniekidder ""There's a lot that's great about the state of public education in this city and beyond."" mattgallowaycbc metromorning","Guelph, Ontario, Canada",Nan,False,11
topalme7,2019-11-05 22:22:25,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Toronto, Ontario",Nan,False,669
scarlettball,2019-11-05 22:22:10,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",CMU,Nan,False,46
theDibbityDabs,2019-11-05 22:22:09,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Bellingham, WA",Nan,False,146
Ottiiz,2019-11-05 22:22:03,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Lages, Brasil",Nan,False,669
xr_richmond,2019-11-05 22:21:32,RT XRebellionUK Cambridge university has accepted a multimillion pound donation from Shell to fund a team researching oil extraction tech,"Richmond, London",Nan,False,146
marxistJorge,2019-11-05 22:21:02,"RT CanadaMarxists Tomorrow, for the first time in a generation, students in English Canada will be going on strike Ford's cuts have made",nan,Nan,False,5
my_announce,2019-11-05 22:20:44,RT golferpreston Im so excited to announce my verbal commitment to play Division 1 golf and continue my education at the University of N,nan,Nan,False,19
EdGameTec,2019-11-05 22:20:16,RT ChooseYourEdu Change your path and start searching for schools . . . highered highereducation yourlife yo,Worldwide,Nan,False,1
JessicaZitter,2019-11-05 22:20:05,I'll soon be Minnesota bound for a palliativecare conference at MNSUMankato on 11 7. Sponsored by the Chesley Cen ,nan,Nan,False,0
erinscott22,2019-11-05 22:19:47,"RT patrickm 97 ""Central Michigan University, an inclusive community of scholars, is a national leader in higher education inspiring exce",nan,Nan,False,46
mittens23806200,2019-11-05 22:19:20, NotShemmie colepram GyakutennoMeg UndrState education djke n Learn to pronounce noun 1. the process of ,nan,Nan,False,0
hempoceanstour,2019-11-05 22:18:54,"Manitoba government wants to educate about cannabis edibles, ban public use cannabis ",Worldwide,Nan,False,0
AgnieszkaKonkel,2019-11-05 22:18:29,RT wef These countries spend the most on university research funding University Education ,nan,Nan,False,80
dianneathome,2019-11-05 22:18:29,RT Janetwhoteaches Ask yourself...Why would Canada copy a US system of education has a superior education model with much higher re,nan,Nan,False,11
sydnee_pawlak21,2019-11-05 22:18:12,RT ImpactGoldOrg Congrats to Mississippi Impact Gold Premier player 2020 Alex Perren on verbally committing to continue her education and,"Mississippi, USA",Nan,False,3
ChooseYourEdu,2019-11-05 22:17:54,Change your path and start searching for schools . . . highered highereducation ,"Denville, NJ",Nan,False,1
risencrest,2019-11-05 22:17:29,". hi, i'm zeline zel una whatever. i'm 18 years old 09 19 01 . demigirl, pansexual, any pronoun ", .,Nan,False,0
kev_canales,2019-11-05 22:17:23,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,"Pars, Francia",Nan,False,669
Scerevisiae,2019-11-05 22:17:02,RT felicitycallard If those outside UK wd like to know more about extraordinary events in UK HE from Feb 2018 till present including tra,Scotland,Nan,False,33
Teclef,2019-11-05 22:16:31,"RT DRealIlorinBoy University Of Ilorin Faculty Of Agriculture, Social sciences , Arts and Education has more hoes than any other faculty.",Area 51,Nan,False,19
cramosavila,2019-11-05 22:16:01,RT theworldindex The Best Universities in the World 1. Oxford 2. California Institute of Technology 3. Cambridge 4. Stanford 5.,nan,Nan,False,669
GrumpyPete,2019-11-05 22:15:42, JamCampbell777 slimtimcann jeremycorbyn They do in tax when they grow up. Don't mistake intelligence with educat ,planet satire and irony,Nan,False,0
LaborOnline,2019-11-05 22:15:32,RT felicitycallard If those outside UK wd like to know more about extraordinary events in UK HE from Feb 2018 till present including tra,nan,Nan,False,33
